dialog_id,situation,speaker_uttr,response,rating,miti,type,unified_dialog_id
hit:4368_conv:8736,I remeber the time a buddy did a backflip in school,In front of everyone my friend jumped off the lunch table and did a backflip.,"Wow, that's quite a spectacle! Your friend must be really athletic to pull off a backflip, especially from a lunch table. I hope they landed safely.",2,"['Support', 'Complex Reflection', 'Support']",chatgpt,hit:4368_conv:8736_type:chatgpt
hit:9432_conv:18864,I told my friend my deepest secret,I'm going through a lot right now. i usually don't like talking about it but i felt like i really need to talk it out. Yesterday my friend called me and i just started talking about everything. it felt good,"I'm really sorry to hear that you're going through a tough time, but I'm glad you're reaching out. It's important to let it all out. I'm here to listen, so feel free to share anything you're comfortable with.",3,"['Support', 'Affirm', 'Give Information', 'Advise without Permission']",chatgpt_empathy,hit:9432_conv:18864_type:chatgpt_empathy
hit:4551_conv:9103,I feel guilty as a parent because I don't like to part in a lot of my children's school activities. ,I feel guilty as a parent because I don't like to part in a lot of my children's school activities,"Sometimes it just gets a little overwhelming. There can just be too much going on at once, especially if you have more than one child.",2,"['Complex Reflection', 'Warn']",human,hit:4551_conv:9103_type:human
hit:12349_conv:24698,I won the national debate championship. ,The results came in and I won the national debate championship with my team!,"Hey, congratulations. That must have been a lot of hard work. I wish I put more time into extracurricular stuff like that. It's a good look in the future. Especially the debate team--you develop so many good life skills with that!",3,"['Affirm', 'Complex Reflection', 'Self-Disclose', 'Affirm', 'Complex Reflection']",human,hit:12349_conv:24698_type:human
hit:11103_conv:22207,One time I had to give a presentation in order to get my master's degree. It was very stressful but I passed and was able to graduate,I had to do a research project and present it to my professors to graduate. Thankfully I passed!,You must have worked hard for that! I'm sure it's great and you'll pass with a flying color!,3,"['Affirm', 'Support']",human,hit:11103_conv:22207_type:human
hit:8996_conv:17993,"So we're moving soon, but our chicken coop isn't gonna make it into the trailer. : (","We're gonna be moving soon, and it doesn't look like we are going to be able to take our chickens.",Do you live on a farm? It will probably be nice to move to a city and get away from those chickens.,1,"['Closed Question', 'Advise without Permission']",human,hit:8996_conv:17993_type:human
hit:10572_conv:21144,My dogs keep attacking my poor ducks. I don't know what to do.,My dogs keep attacking my poor ducks. I don't know what to do,I don't know what you can do. A duck is just a toy that taste good to a dog.,1,"['Open Question', 'Give Information']",human,hit:10572_conv:21144_type:human
hit:11204_conv:22408,I have two uncles and they both died within three months of each other,I have two uncles and they both died within 3 months of each otehr,"That's very sad, I'm sorry. I have had family members pass as well and it is never easy.",2,"['Support', 'Self-Disclose']",human,hit:11204_conv:22408_type:human
hit:105_conv:210,I was joyful when my son was born.,I was so happy when my son was born.,awww. don't tell anyone but my son is my favorite child. I have two girls also.,1,"['Other', 'Self-Disclose', 'Self-Disclose']",human,hit:105_conv:210_type:human
hit:4395_conv:8791,I have put in so many hours at work hoping to get a promotion. Fingers crossed it works!,I have put in so many hours at work hoping to get a promotion. Fingers crossed it works,"I can imagine how hard you've been working and the anticipation you must be feeling. I'm really hoping for the best for you. Remember, your effort is valuable regardless of the outcome.",2,"['Affirm', 'Affirm', 'Give Information', 'Support']",chatgpt_empathy,hit:4395_conv:8791_type:chatgpt_empathy
hit:8988_conv:17976,"I couldn't believe it when my dog died a few weeks ago. I honestly thought I was going to stay lonely forever. When my girlfriend asked me if I wanted to go look at dogs to cheer me up, I said no.","In some ways, losing a pet dog is even worse than losing a relative. They're so innocent, they're so helpless. They don't deserve to have to die or suffer ever.","I'm really sorry to hear about your loss. The bond we share with our pets is truly special and unique. It's completely okay to feel this way. Remember, it's important to allow yourself to grieve.",2,"['Support', 'Give Information', 'Give Information', 'Give Information']",chatgpt_empathy,hit:8988_conv:17976_type:chatgpt_empathy
hit:6031_conv:12063,I am having my first baby; a boy.  I hear all these different labor stories that aren't exactly reassuring!  ,I am having my first baby; a boy. I hear all these different labor stories that aren't exactly reassuring! ,"Congratulations on your upcoming arrival! It's natural to feel anxious hearing different labor stories. Remember, each experience is unique and not all are negative. Your healthcare team will ensure you and your baby's safety. It's important to focus on the joy of meeting your little boy soon.",2,"['Affirm', 'Affirm', 'Give Information', 'Give Information', 'Advise without Permission']",chatgpt,hit:6031_conv:12063_type:chatgpt
hit:3205_conv:6411,I was hapy when i got to leave work early!,I was hapy when i got to leave work early!,"Yeah, that's never something to complain about--well, unless you were fired, I guess, but that doesn't sound like that was the case! I'm happy for you, too. Did you do anything fun with your extra time?",3,"['Give Information', 'Support', 'Closed Question']",human,hit:3205_conv:6411_type:human
hit:942_conv:1885,"I was so scared of tornadoes growing up -- whenever tornado warnings happened, I was extremely frightened!","As a kid, I was SO frightened any time there was a tornado warning. Not sure if it was the Wizard of Oz effect or what -- I just remember being frozen with fear.","It's completely understandable. Tornado warnings can be quite scary, especially for a child. The Wizard of Oz might have contributed to your fear, but it's also a natural reaction to potential danger.",3,"['Support', 'Give Information', 'Give Information']",chatgpt,hit:942_conv:1885_type:chatgpt
hit:9968_conv:19936,I was watching professional bowling the other day. I was amazed at how good the players are. They make getting strikes look so easy!,I was recently watching professional bowling and I was struck by how good the players are. They make getting strikes look so easy!,"I know! Then you get to the bowling alley, try to do what they do, end up getting 3 gutter balls in a row, and fall flat on your butt to boot!",3,"['Self-Disclose', 'Give Information']",human,hit:9968_conv:19936_type:human
hit:5385_conv:10771,lazy workets bug me,"The thing the bugs me the most at my job is really lazy workers , they only work when management is around and as soon as they leave back to being lazy","Well thats part of being in the workforce, work when everyone is looking, hang out when they are not. Most people arent paid enough to care",2,"['Give Information', 'Give Information']",human,hit:5385_conv:10771_type:human
